orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells
Agro	set10IT014	D-(+)-Turanose (C)	1/6/22 Agro_ML11_set10	538	3444248	292	2424598	2423101	415.5	1183	547.469724356078	0.223538580084746	0.156481453211315	0.886729301043664	0.875741897037855	0.206630872433575	0.0546627594636205	-0.0346561375362768	0.988415517231463	carbon source	D-(+)-Turanose carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT014	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	D-(+)-Turanose	mM	10											
Agro	set10IT015	D-(+)-Turanose (C)	1/6/22 Agro_ML11_set10	539	3501698	337	2464686	2463190	424.5	1183	556.527338454587	0.193868281545701	0.151711818149244	0.882163509706142	0.875741897037855	0.205674466234329	0.0557129389043362	-0.0357448378562348	0.978231586862689	carbon source	D-(+)-Turanose carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT015	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	D-(+)-Turanose	mM	10											
Agro	set10IT016	Lactulose (C)	1/6/22 Agro_ML11_set10	540	3256846	322	2290563	2289138	395	1183	517.202440126525	0.166694655979281	0.160243275692156	0.875273519967028	0.875741897037855	0.18219174157325	0.061322901715222	-0.0547266475558679	1.12136123319624	carbon source	Lactulose carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT016	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Lactulose	mM	10											
Agro	set10IT017	Lactulose (C)	1/6/22 Agro_ML11_set10	541	3395657	282	2387814	2386361	409.5	1183	539.168775417985	0.207279239373718	0.157863796396644	0.880828299022321	0.875741897037855	0.201544524140802	0.0217691462415923	-0.0452561680393122	1.10672060918478	carbon source	Lactulose carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT017	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Lactulose	mM	10											
Agro	set10IT018	Asolectin from soybean (C)	1/6/22 Agro_ML11_set10	542	3057765	218	2154804	2153392	371.5	1183	486.532309082693	0.14353593504196	0.201617729024673	0.892453212384712	0.875741897037855	0.152775924365459	0.0571780850438134	-0.0363989353459267	1.73937527024283	carbon source	Asolectin from soybean carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT018	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Asolectin from soybean	vol%	0.1											
Agro	set10IT019	Asolectin from soybean (C)	1/6/22 Agro_ML11_set10	543	2961455	244	2085926	2084682	357	1183	471.008133755084	0.14488226937913	0.2193893898557	0.87378228379658	0.875741897037855	0.157533829398324	0.101705599315099	-0.081386768744827	1.36931417851428	carbon source	Asolectin from soybean carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT019	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Asolectin from soybean	vol%	0.1											
Agro	set10IT020	R2A pH 5.5	1/6/22 Agro_ML11_set10	544	3104876	291	2179928	2178620	377	1183	492.232263895165	0.208249832828913	0.186939833861843	0.888873613965245	0.875741897037855	0.209938959249826	0.10975580377633	0.106409938619122	1.27105887987008	pH	R2A pH 5.5	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT020	R2A	28	5.5	24-well plate	Aerobic	Liquid	200 rpm														
Agro	set10IT021	R2A pH 5.5	1/6/22 Agro_ML11_set10	545	2831909	290	1984967	1983875	339	1183	448.232037957524	0.25014615667947	0.191105703665976	0.8949725229356	0.875741897037855	0.155152316703529	0.0761974584005159	0.136524619575479	1.52898699394891	pH	R2A pH 5.5	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT021	R2A	28	5.5	24-well plate	Aerobic	Liquid	200 rpm														
Agro	set10IT034	p-Coumaric (C)	1/6/22 Agro_ML11_set10	558	3133109	290	2204902	2203485	377.5	1183	497.850203343877	0.263014407168243	0.156101922661398	0.876011282724547	0.875741897037855	0.238909777767983	0.0322471190391991	-0.0577823753518753	1.45356139429215	carbon source	p-Coumaric acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT034	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	p-Coumaric acid	mM	2.5											
Agro	set10IT035	p-Coumaric (C)	1/6/22 Agro_ML11_set10	559	3051961	280	2145245	2143848	366	1183	484.375960234975	0.269696303999056	0.155467966967301	0.875671864997798	0.875741897037855	0.275216454775855	0.100235507670005	-0.0625365157092051	1.40691197635721	carbon source	p-Coumaric acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT035	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	p-Coumaric acid	mM	2.5											
Agro	set10IT036	4-Aminobutyric (C)	1/6/22 Agro_ML11_set10	560	2868885	230	2022246	2020999	340	1183	456.619746949842	0.236076713280857	0.162583973832078	0.876941603595662	0.875741897037855	0.197404626008025	0.0372222524382968	-0.0564928523194245	5.07366871722366	carbon source	4-Aminobutyric acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT036	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Aminobutyric acid	mM	10											
Agro	set10IT037	4-Aminobutyric (C)	1/6/22 Agro_ML11_set10	561	3817855	322	2691007	2689324	452	1183	607.619521012201	0.210116942012947	0.156701417977418	0.882960578809781	0.875741897037855	0.165326096881621	0.0355961939933104	-0.0537969855030237	5.40709821597812	carbon source	4-Aminobutyric acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT037	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Aminobutyric acid	mM	10											
Agro	set10IT038	4-Hydroxybenzoic Acid (C)	1/6/22 Agro_ML11_set10	562	3461588	282	2443499	2441920	417	1183	551.721644826028	0.285515987930913	0.176930828802639	0.877364643305347	0.875741897037855	0.307302585057398	0.124587414773935	-0.0633489338981748	1.97351031612493	carbon source	4-Hydroxybenzoic Acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT038	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Hydroxybenzoic Acid	mM	2.5											
Agro	set10IT039	4-Hydroxybenzoic Acid (C)	1/6/22 Agro_ML11_set10	563	3613119	340	2540455	2538881	436.5	1183	573.62878445549	0.205013017495515	0.155240782357644	0.88929653559378	0.875741897037855	0.192642841773951	0.0192758869019788	-0.0599878460650512	1.06264201173406	carbon source	4-Hydroxybenzoic Acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT039	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Hydroxybenzoic Acid	mM	2.5											
Agro	set10IT040	2-6-dihydroxybenzoic (C)	1/6/22 Agro_ML11_set10	564	3268058	277	2308166	2306733	393	1183	521.177812923633	0.271701778835415	0.182572705952285	0.866733469136536	0.875741897037855	0.266916892446325	0.114420355810432	-0.0336018847169935	1.72723598730974	carbon source	2-6-dihydroxybenzoic acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT040	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	2-6-dihydroxybenzoic acid	mM	2.5											
Agro	set10IT041	2-6-dihydroxybenzoic (C)	1/6/22 Agro_ML11_set10	565	2671710	200	1880426	1879329	322	1183	424.611161319476	0.16230815919545	0.17480260994141	0.894506871152686	0.875741897037855	0.192118666932274	0.067599992439076	-0.0436799584747786	1.25132525303306	carbon source	2-6-dihydroxybenzoic acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT041	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	2-6-dihydroxybenzoic acid	mM	2.5											
Agro	set10IT042	4-Hydroxybenzoic Acid (C)	1/6/22 Agro_ML11_set10	566	3112405	256	2189446	2188063	375	1183	494.365793041121	0.219202275595367	0.156844816308729	0.878693703777866	0.875741897037855	0.233467463631427	0.0727080847455446	-0.067517418904202	1.17817442920185	carbon source	4-Hydroxybenzoic Acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT042	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Hydroxybenzoic Acid	mM	2.5											
Agro	set10IT043	4-Hydroxybenzoic Acid (C)	1/6/22 Agro_ML11_set10	567	3162279	266	2224753	2223337	382	1183	502.335517397198	0.205083089495831	0.157272155527465	0.867896463992655	0.875741897037855	0.204301287571993	0.0206608199631611	-0.059625284069945	1.25136164181154	carbon source	4-Hydroxybenzoic Acid carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT043	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	4-Hydroxybenzoic Acid	mM	2.5											
Agro	set10IT044	a-Ketoglutaric (C)	1/6/22 Agro_ML11_set10	568	3630890	338	2552203	2550592	438	1183	576.274740171713	0.16020371991035	0.155557772062261	0.885007477710069	0.875741897037855	0.174914200180089	0.0434677330352949	-0.058985896183571	4.57534053010787	carbon source	a-Ketoglutaric acid disodium salt hydrate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT044	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	a-Ketoglutaric acid disodium salt hydrate	mM	10											
Agro	set10IT045	a-Ketoglutaric (C)	1/6/22 Agro_ML11_set10	569	2973417	276	2090304	2088932	362	1183	471.96836873023	0.158960258157394	0.162218131201881	0.87288808209666	0.875741897037855	0.152239088442327	0.0279043500507492	-0.0514706419028006	2.4825554381474	carbon source	a-Ketoglutaric acid disodium salt hydrate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT045	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	a-Ketoglutaric acid disodium salt hydrate	mM	10											
Agro	set10IT046	pyruvate (C)	1/6/22 Agro_ML11_set10	570	3207009	268	2255605	2254194	390	1183	509.307275192047	0.227780070262894	0.157965442181471	0.888968687611255	0.875741897037855	0.196798971044711	0.0420716514399275	-0.0601261671832406	1.1483237299144	carbon source	Sodium pyruvate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT046	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Sodium pyruvate	mM	10											
Agro	set10IT047	pyruvate (C)	1/6/22 Agro_ML11_set10	571	3179519	289	2236340	2234951	387.5	1183	504.959557162223	0.211604428410521	0.154991894094705	0.899598103042162	0.875741897037855	0.211418660578511	0.0488261773910966	-0.0580355487751412	1.570932136479	carbon source	Sodium pyruvate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT047	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Sodium pyruvate	mM	10											
Agro	set10IT048	Glycerol (C)	1/6/22 Agro_ML11_set10	572	2874983	265	2023048	2021685	347.5	1183	456.774740171713	0.18164962319366	0.163147965337455	0.855610090664825	0.875741897037855	0.180691360395092	0.0400364195561983	-0.0442252463937099	1.08846042840677	carbon source	Glycerol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT048	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Glycerol	mM	10											
Agro	set10IT049	Glycerol (C)	1/6/22 Agro_ML11_set10	573	3547564	278	2496304	2494762	431.5	1183	563.660641662901	0.187691350454267	0.154256352983446	0.868403117216788	0.875741897037855	0.230556414485793	0.0357973249955898	-0.0408350512139353	1.31235292635408	carbon source	Glycerol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT049	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Glycerol	mM	10											
Agro	set10IT050	sarcosine (C)	1/6/22 Agro_ML11_set10	574	3290625	276	2329020	2327478	404	1183	525.864889290556	0.26694665597311	0.181515439613289	0.883043853654151	0.875741897037855	0.260359863571969	0.0847131329956595	-0.0497609156891056	3.55050410449447	carbon source	sarcosine carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT050	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	sarcosine	mM	10											
Agro	set10IT051	sarcosine (C)	1/6/22 Agro_ML11_set10	575	3560091	307	2503406	2501830	430	1183	565.257568910981	0.211509349532961	0.149102414352374	0.869468436857776	0.875741897037855	0.231626124397735	0.0730015681398211	-0.047602562475533	1.12486524366596	carbon source	sarcosine carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT051	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	sarcosine	mM	10											
Agro	set10IT052	Propan-1-ol (C)	1/6/22 Agro_ML11_set10	576	3250178	256	2288448	2287030	395	1183	516.726163578852	0.158319540838985	0.18406782899614	0.888682977135842	0.875741897037855	0.121456712833515	-0.00330919572286149	-0.072098124869317	1.23111562903009	carbon source	Propan-1-ol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT052	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Propan-1-ol	mM	5											
Agro	set10IT053	Propan-1-ol (C)	1/6/22 Agro_ML11_set10	577	3232612	249	2273650	2272264	392	1183	513.38996836873	0.198994193273923	0.149778234487419	0.878321443411748	0.875741897037855	0.196804792326145	0.0608114491035034	-0.0704308319386759	1.06989311015333	carbon source	Propan-1-ol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT053	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Propan-1-ol	mM	5											
Agro	set10IT054	1,4-Butanediol (C)	1/6/22 Agro_ML11_set10	578	3536484	271	2488321	2486780	428	1183	561.857207410755	0.199960923158122	0.150055683792732	0.868877269671787	0.875741897037855	0.174824886543464	0.0395952349800733	-0.0588659776249612	0.813289941371417	carbon source	1,4-Butanediol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT054	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	1,4-Butanediol	mM	5											
Agro	set10IT055	1,4-Butanediol (C)	1/6/22 Agro_ML11_set10	579	3556732	307	2501275	2499790	432	1183	564.79665612291	0.182405285274865	0.152761828928918	0.868210127444459	0.875741897037855	0.164588596243452	0.066977437302516	-0.0600477568411197	1.04799121818635	carbon source	1,4-Butanediol carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT055	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	1,4-Butanediol	mM	5											
Agro	set10IT056	Uridine 5-monophosphate (C)	1/6/22 Agro_ML11_set10	580	3621713	319	2545172	2543617	441	1183	574.698825124266	0.196625176940368	0.155783957443168	0.883806982495477	0.875741897037855	0.163988118080632	0.0399848475299245	-0.0562578425817878	1.26833602312332	carbon source	Uridine 5-monophosphate disodium salt carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT056	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Uridine 5-monophosphate disodium salt	mM	5											
Agro	set10IT057	Uridine 5-monophosphate (C)	1/6/22 Agro_ML11_set10	581	3198976	261	2248130	2246760	384	1183	507.627654767284	0.198041580739373	0.157682644385483	0.884522782580064	0.875741897037855	0.190487285662453	0.0472634407149552	-0.0494813334206408	1.18283201407689	carbon source	Uridine 5-monophosphate disodium salt carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT057	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Uridine 5-monophosphate disodium salt	mM	5											
Agro	set10IT058	DL-glyceraldehyde (C)	1/6/22 Agro_ML11_set10	582	3272177	265	2305185	2303760	398	1183	520.506100316313	0.259598028579194	0.156098598573053	0.883485991273575	0.875741897037855	0.195490214227792	0.0694494370651495	-0.0408983587331359	2.57263208479621	carbon source	DL-glyceraldehyde carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT058	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	DL-glyceraldehyde	mM	10											
Agro	set10IT059	DL-glyceraldehyde (C)	1/6/22 Agro_ML11_set10	583	3136113	231	2211042	2209637	388.5	1183	499.240171712607	0.246338555283204	0.16151797600636	0.865070419913891	0.875741897037855	0.221679338298585	0.0991428314536684	-0.0438309635925937	2.74448572360557	carbon source	DL-glyceraldehyde carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT059	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	DL-glyceraldehyde	mM	10											
Agro	set10IT060	Methyl-B-D-galactopyranoside (C)	1/6/22 Agro_ML11_set10	584	2490557	191	1751740	1750624	304	1183	395.531857207411	0.192511320836997	0.168852245085239	0.898622979624919	0.875741897037855	0.141917913900805	0.0338905268882051	-0.0517412210518263	1.55873322398957	carbon source	Methyl-B-D-galactopyranoside carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT060	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Methyl-B-D-galactopyranoside	mM	10											
Agro	set10IT061	Methyl-B-D-galactopyranoside (C)	1/6/22 Agro_ML11_set10	585	2693679	221	1892038	1890792	327	1183	427.201084500678	0.191160603668047	0.168363924574614	0.878693703777865	0.875741897037855	0.204721204193413	0.0926630041711063	-0.0561221914384933	1.41365779475866	carbon source	Methyl-B-D-galactopyranoside carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT061	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	Methyl-B-D-galactopyranoside	mM	10											
Agro	set10IT062	D-(+)-melezitose (C)	1/6/22 Agro_ML11_set10	586	3192356	164	2094906	2094057	226	1183	473.126299141437	0.156735581654676	0.185023125223753	0.882643049361842	0.875741897037855	0.178753563679737	-0.000879946348368063	-0.0315895037244734	11.3720442125476	carbon source	D-(+)-melezitose monohydrate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT062	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	D-(+)-melezitose monohydrate	mM	10											
Agro	set10IT063	D-(+)-melezitose (C)	1/6/22 Agro_ML11_set10	587	3044588	169	2033621	2032775	238	1183	459.280388612743	0.168077784780136	0.184469001086868	0.885357434058877	0.875741897037855	0.14479566533311	0.0141129441762176	-0.0415764355889911	10.9393629627604	carbon source	D-(+)-melezitose monohydrate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT063	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	D-(+)-melezitose monohydrate	mM	10											
Agro	set10IT064	methyl-beta-L-arabinopyranoside (C)	1/6/22 Agro_ML11_set10	588	3532318	299	2482968	2481380	431	1183	560.637144148215	0.234533243181087	0.150914240750866	0.880000223889369	0.875741897037855	0.251809017289173	0.0364526274064974	-0.0436979499946206	0.819322390240893	carbon source	methyl-beta-L-arabinopyranoside carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT064	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	methyl-beta-L-arabinopyranoside	mM	5											
Agro	set10IT065	methyl-beta-L-arabinopyranoside (C)	1/6/22 Agro_ML11_set10	589	3350677	271	2357143	2355702	406	1183	532.241753276096	0.209891184855488	0.156223636125031	0.887105943594067	0.875741897037855	0.183832259889947	0.0251751567449492	-0.053095248483193	0.989981935763916	carbon source	methyl-beta-L-arabinopyranoside carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT065	MOPS minimal media_noCarbon	28	7	24-well plate	Aerobic	Liquid	200 rpm	methyl-beta-L-arabinopyranoside	mM	5											
Agro	set10IT092	anthranilamide (C)	1/6/22 Agro_ML11_set10	616	3128660	286	2197067	2195693	381	1183	496.089697243561	0.186028007832258	0.165454157923393	0.888469398787832	0.875741897037855	0.135820813472336	0.0637280706067178	-0.0678553380688676	1.31844453003551	carbon source	anthranilamide carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT092	MOPS Media	28	7	24-well plate	Aerobic	Liquid	200 rpm	anthranilamide	mM	2.5											
Agro	set10IT093	anthranilamide (C)	1/6/22 Agro_ML11_set10	617	3410537	287	2394511	2393066	416	1183	540.683687302305	0.171565779895328	0.156667044460155	0.888251642347545	0.875741897037855	0.139177159642717	0.09020042658584	-0.0580090698744157	1.30061707606511	carbon source	anthranilamide carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT093	MOPS Media	28	7	24-well plate	Aerobic	Liquid	200 rpm	anthranilamide	mM	2.5											
Agro	set10IT094	3-aminobenzoate (C)	1/6/22 Agro_ML11_set10	618	3142284	259	2207729	2206420	381	1183	498.513330320831	0.168491705855413	0.161393596621492	0.889925608600167	0.875741897037855	0.19666200836404	0.00871629000627732	-0.0619095362518158	1.21153540637277	carbon source	3-aminobenzoate carbon source	Agro_ML11	Mitchell Thompson	1/6/22	Agro_ML11_set10	IT094	MOPS Media	28	7	24-well plate	Aerobic	Liquid	200 rpm	3-aminobenzoate	mM	2.5											
